Original:
500, 0.2939550
800, 0.7828810
1000, 1.368792
1200, 1.970701


1000
           1 ,    1.25104403495789     
           2 ,   0.649455785751343     
           4 ,   0.332664012908936     
           8 ,   0.178899049758911     
          16 ,   0.136966943740845     
1600
           1,   4.22973990440369     
           2,   2.09600615501404     
           4,   1.03604602813721     
           8,  0.531224012374878     
          16,  0.298509120941162     
800
           1,  0.833753108978271     
           2,  0.578960895538330     
           4,  0.203737974166870     
           8,  0.109148979187012     
          16,  6.764984130859375E-002
400
           1,  0.799605131149292     
           2,  0.395119905471802     
           4,  0.204444885253906     
           8,  0.109020948410034     
          16,  7.583904266357422E-002
